Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
4/4/2020,ID-JB,Jawa Barat,20,4,2,14,216,41,92,83,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.44,4.78,0,0.91,0.09,18.98%,42.59%,10,4
4/4/2020,ID-JT,Jawa Tengah,15,1,3,11,176,36,50,90,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.41,4.84,0,0.99,0.1,20.45%,28.41%,0.79,1
4/4/2020,ID-JI,Jawa Timur,5,2,3,0,178,62,546,-430,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.12,4.4,0,1.53,0.15,34.83%,306.74%,0.11,2
4/4/2020,ID-KB,Kalimantan Barat,0,0,0,0,9,3,3,3,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.66,0,0.55,0.06,33.33%,33.33%,1,1
4/4/2020,ID-KS,Kalimantan Selatan,0,0,0,0,7,0,0,7,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0,1.74,0,0,0,0.00%,0.00%,1,1
4/4/2020,ID-KT,Kalimantan Tengah,1,0,2,-1,10,2,43,-35,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0.39,3.89,0,0.78,0.08,20.00%,430.00%,0.5,1
4/4/2020,ID-KI,Kalimantan Timur,2,0,1,1,20,1,4,15,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.56,5.63,0,0.28,0.03,5.00%,20.00%,2,1
4/4/2020,ID-KU,Kalimantan Utara,0,0,0,0,8,0,0,8,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0,12.34,0,0,0,0.00%,0.00%,0,1
4/4/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0,1.45,0,0.72,0.07,50.00%,0.00%,1,1
4/4/2020,ID-KR,Kepulauan Riau,0,0,0,0,9,4,4,1,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0,4.66,0,2.07,0.21,44.44%,44.44%,0,1
4/4/2020,ID-LA,Lampung,0,0,0,0,10,3,0,7,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0,1.1,0,0.33,0.03,30.00%,0.00%,0,0
4/4/2020,ID-MA,Maluku,0,0,0,0,1,1,2,-2,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0,0.54,0.05,100.00%,200.00%,1,1
4/4/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,0.76,0,0,0,0.00%,0.00%,1,1
4/4/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,4,0,0,4,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0,0.76,0,0,0,0.00%,0.00%,1,1
4/4/2020,ID-PA,Papua,2,0,1,1,17,2,6,9,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0.46,3.92,0,0.46,0.05,11.76%,35.29%,0.33,0
4/4/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0,0.88,0.09,50.00%,50.00%,1,1
4/4/2020,ID-RI,Riau,0,0,1,-1,10,1,2,7,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0,1.65,0,0.16,0.02,10.00%,20.00%,0,1
4/4/2020,ID-SN,Sulawesi Selatan,0,2,5,-7,80,8,14,58,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0,8.49,0,0.85,0.08,10.00%,17.50%,0,
4/4/2020,ID-ST,Sulawesi Tengah,0,0,0,0,4,2,0,2,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0,1.35,0,0.68,0.07,50.00%,0.00%,0,0
4/4/2020,ID-SG,Sulawesi Tenggara,0,0,1,-1,5,0,1,4,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0,1.9,0,0,0,0.00%,20.00%,0,1
4/4/2020,ID-SA,Sulawesi Utara,0,1,0,-1,3,2,5,-4,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,1.14,0,0.76,0.08,66.67%,166.67%,1,
4/4/2020,ID-SB,Sumatera Barat,0,0,0,0,8,0,1,7,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0,1.45,0,0,0,0.00%,12.50%,1,1
4/4/2020,ID-SS,Sumatera Selatan,0,0,1,-1,12,2,2,8,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,1.46,0,0.24,0.02,16.67%,16.67%,0,1
4/4/2020,ID-SU,Sumatera Utara,3,1,0,2,18,5,10,3,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.2,1.21,0,0.34,0.03,27.78%,55.56%,,
4/5/2020,ID-BA,Bali,5,0,4,1,31,2,9,20,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.19,7.35,0,0.47,0.05,6.45%,29.03%,1,1
4/5/2020,ID-BT,Banten,4,2,4,-2,108,34,201,-127,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.37,10.07,0,3.17,0.32,31.48%,186.11%,1.33,1
4/5/2020,ID-BE,Bengkulu,0,0,0,0,2,1,0,1,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,1,0,0.5,0.05,50.00%,0.00%,1,1
4/5/2020,ID-JK,DKI Jakarta,87,11,2,74,752,137,123,492,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,8.02,69.33,1,12.63,1.26,18.22%,16.36%,1.53,1.38
4/5/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,23,3,5,15,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.28,6.33,0,0.83,0.08,13.04%,21.74%,0.2,1
4/5/2020,IDN,Indonesia,181,7,14,160,2273,198,164,1911,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.68,8.57,0,0.75,0.07,8.71%,7.22%,1.71,0.7
4/5/2020,ID-JA,Jambi,0,0,0,0,2,0,4,-2,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0,0.57,0,0,0,0.00%,200.00%,1,1
4/5/2020,ID-JB,Jawa Barat,6,2,1,3,222,43,93,86,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.13,4.92,0,0.95,0.1,19.37%,41.89%,0.3,0.5
4/5/2020,ID-JT,Jawa Tengah,3,0,0,3,179,36,50,93,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.08,4.92,0,0.99,0.1,20.11%,27.93%,0.2,0
4/5/2020,ID-JI,Jawa Timur,35,2,8,25,213,64,554,-405,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.86,5.26,0,1.58,0.16,30.05%,260.09%,7,1
4/5/2020,ID-KB,Kalimantan Barat,0,0,0,0,9,3,3,3,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.66,0,0.55,0.06,33.33%,33.33%,1,1
4/5/2020,ID-KS,Kalimantan Selatan,8,1,0,7,15,1,0,14,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,1.99,3.73,0,0.25,0.02,6.67%,0.00%,,
4/5/2020,ID-KT,Kalimantan Tengah,0,0,0,0,10,2,43,-35,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,0,3.89,0,0.78,0.08,20.00%,430.00%,0,1
4/5/2020,ID-KI,Kalimantan Timur,1,0,0,1,21,1,4,16,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,0.28,5.91,0,0.28,0.03,4.76%,19.05%,0.5,1
4/5/2020,ID-KU,Kalimantan Utara,0,0,0,0,8,0,0,8,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,0,12.34,0,0,0,0.00%,0.00%,1,1
4/5/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0,1.45,0,0.72,0.07,50.00%,0.00%,1,1
4/5/2020,ID-KR,Kepulauan Riau,1,0,0,1,10,4,4,2,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0.52,5.18,0,2.07,0.21,40.00%,40.00%,,1
4/5/2020,ID-LA,Lampung,0,0,0,0,10,3,0,7,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0,1.1,0,0.33,0.03,30.00%,0.00%,1,1
4/5/2020,ID-MA,Maluku,0,0,0,0,1,1,2,-2,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0,0.54,0.05,100.00%,200.00%,1,1
4/5/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,0.76,0,0,0,0.00%,0.00%,1,1
4/5/2020,ID-NB,Nusa Tenggara Barat,0,0,0,0,4,0,0,4,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0,0.76,0,0,0,0.00%,0.00%,1,1
4/5/2020,ID-PA,Papua,8,0,0,8,25,2,6,17,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,1.84,5.76,0,0.46,0.05,8.00%,24.00%,4,1
4/5/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0,0.88,0.09,50.00%,50.00%,1,1
4/5/2020,ID-RI,Riau,1,1,0,0,11,2,2,7,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0.16,1.81,0,0.33,0.03,18.18%,18.18%,,
4/5/2020,ID-SN,Sulawesi Selatan,2,2,11,-11,82,10,25,47,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,0.21,8.7,0,1.06,0.11,12.20%,30.49%,,1
4/5/2020,ID-ST,Sulawesi Tengah,1,0,0,1,5,2,0,3,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0.34,1.69,0,0.68,0.07,40.00%,0.00%,,1
4/5/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,5,0,1,4,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0,1.9,0,0,0,0.00%,20.00%,1,1
4/5/2020,ID-SA,Sulawesi Utara,0,0,0,0,3,2,5,-4,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0,1.14,0,0.76,0.08,66.67%,166.67%,1,0
4/5/2020,ID-SB,Sumatera Barat,0,0,0,0,8,0,1,7,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,0,1.45,0,0,0,0.00%,12.50%,1,1
4/5/2020,ID-SS,Sumatera Selatan,4,0,0,4,16,2,2,12,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0.49,1.95,0,0.24,0.02,12.50%,12.50%,,1
4/5/2020,ID-SU,Sumatera Utara,0,0,0,0,18,5,10,3,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0,1.21,0,0.34,0.03,27.78%,55.56%,0,0
4/6/2020,ID-BA,Bali,7,0,0,7,38,2,9,27,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,1.66,9.01,0,0.47,0.05,5.26%,23.68%,1.4,1
4/6/2020,ID-BT,Banten,11,2,8,1,119,36,209,-126,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,1.03,11.1,0,3.36,0.34,30.25%,175.63%,2.75,1
4/6/2020,ID-BE,Bengkulu,0,0,0,0,2,1,0,1,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,1,0,0.5,0.05,50.00%,0.00%,1,1
4/6/2020,ID-JK,DKI Jakarta,103,7,7,89,855,144,130,581,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,9.5,78.83,1,13.28,1.33,16.84%,15.20%,1.18,0.64
4/6/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,1,2,26,3,6,17,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.83,7.16,0,0.83,0.08,11.54%,23.08%,3,1
4/6/2020,IDN,Indonesia,218,11,28,179,2491,209,192,2090,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.82,9.39,0,0.79,0.08,8.39%,7.71%,1.2,1.57
4/6/2020,ID-JA,Jambi,0,0,0,0,2,0,4,-2,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0,0.57,0,0,0,0.00%,200.00%,1,1
4/6/2020,ID-JB,Jawa Barat,10,3,4,3,232,46,97,89,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,0.22,5.14,0,1.02,0.1,19.83%,41.81%,1.67,1.5
4/6/2020,ID-JT,Jawa Tengah,19,5,1,13,198,41,51,106,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.52,5.44,0,1.13,0.11,20.71%,25.76%,6.33,
4/6/2020,ID-JI,Jawa Timur,9,5,11,-7,222,69,565,-412,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.22,5.48,0,1.7,0.17,31.08%,254.50%,0.26,2.5
4/6/2020,ID-KB,Kalimantan Barat,0,0,0,0,9,3,3,3,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2,174,99,2031,147307,5422814,36.81,111.1211776,-0.086474572,0,1.66,0,0.55,0.06,33.33%,33.33%,1,1
4/6/2020,ID-KS,Kalimantan Selatan,2,0,0,2,17,1,0,16,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2,153,144,1864,38744,4023049,103.84,115.4385783,-2.993594979,0.5,4.23,0,0.25,0.02,5.88%,0.00%,0.25,0
4/6/2020,ID-KT,Kalimantan Tengah,9,0,0,9,19,2,43,-26,Province,,Kalimantan Tengah,Indonesia,Asia,Kalimantan,UTC+07:00,,13,1,136,139,1432,153565,2570289,16.74,113.4176536,-1.602484653,3.5,7.39,0,0.78,0.08,10.53%,226.32%,,1
4/6/2020,ID-KI,Kalimantan Timur,6,0,0,6,27,1,4,22,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3,103,197,841,129067,3552191,27.52,116.4684405,0.45385803,1.69,7.6,0,0.28,0.03,3.70%,14.81%,6,1
4/6/2020,ID-KU,Kalimantan Utara,7,0,0,7,15,0,0,15,Province,,Kalimantan Utara,Indonesia,Asia,Kalimantan,UTC+08:00,,4,1,53,35,447,75468,648407,8.59,116.2188791,2.891012621,10.8,23.13,0,0,0,0.00%,0.00%,,1
4/6/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,2,1,0,1,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1,47,82,309,16424,1379767,84.01,106.5499324,-2.447444127,0,1.45,0,0.72,0.07,50.00%,0.00%,1,1
4/6/2020,ID-KR,Kepulauan Riau,0,0,0,0,10,4,4,2,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2,75,142,275,8202,1929400,235.24,108.261746,3.916346,0,5.18,0,2.07,0.21,40.00%,40.00%,0,1
4/6/2020,ID-LA,Lampung,1,0,0,1,11,3,0,8,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2,228,205,2435,34624,9095591,262.7,105.0214366,-4.916792975,0.11,1.21,0,0.33,0.03,27.27%,0.00%,,1
4/6/2020,ID-MA,Maluku,0,0,0,0,1,1,2,-2,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2,118,35,1198,46914,1847097,39.37,129.576792,-3.192572,0,0.54,0,0.54,0.05,100.00%,200.00%,1,1
4/6/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,0,1,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2,116,118,1063,31983,1307803,40.89,127.5391072,0.212036949,0,0.76,0,0,0,0.00%,0.00%,1,1
4/6/2020,ID-NB,Nusa Tenggara Barat,3,0,0,3,7,0,0,7,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2,117,145,995,18572,5270247,283.77,117.5086257,-8.606998866,0.57,1.33,0,0,0,0.00%,0.00%,,1
4/6/2020,ID-PA,Papua,0,1,0,-1,25,3,6,16,Province,,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1,560,110,5411,319036,4340348,13.6,138.69603,-4.66620953,0,5.76,0,0.69,0.07,12.00%,24.00%,0,
4/6/2020,ID-PB,Papua Barat,0,0,0,0,2,1,1,0,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1,218,95,1742,102955,1140701,11.08,132.9762624,-2.045160182,0,1.75,0,0.88,0.09,50.00%,50.00%,1,1
4/6/2020,ID-RI,Riau,1,0,0,1,12,2,2,8,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2,169,268,1591,87024,6074100,69.8,101.8051092,0.511647851,0.16,1.98,0,0.33,0.03,16.67%,16.67%,1,0
4/6/2020,ID-SN,Sulawesi Selatan,29,0,0,29,111,10,25,76,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3,311,792,2255,46717,9426885,201.78,120.1620559,-3.731080714,3.08,11.77,0,1.06,0.11,9.01%,22.52%,14.5,0
4/6/2020,ID-ST,Sulawesi Tengah,0,0,0,0,5,2,0,3,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1,175,175,1842,61841,2955567,47.79,121.2010927,-1.00413668,0,1.69,0,0.68,0.07,40.00%,0.00%,0,1
4/6/2020,ID-SG,Sulawesi Tenggara,1,0,0,1,6,0,1,5,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2,219,377,1911,38068,2635461,69.23,122.070311,-4.124688793,0.38,2.28,0,0,0,0.00%,16.67%,,1
4/6/2020,ID-SA,Sulawesi Utara,2,0,0,2,5,2,5,-2,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4,171,332,1507,13892,2641884,190.17,124.5212396,1.259638212,0.76,1.89,0,0.76,0.08,40.00%,100.00%,,1
4/6/2020,ID-SB,Sumatera Barat,10,0,0,10,18,0,1,17,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7,179,230,928,42013,5519245,131.37,100.4650624,-0.850253225,1.81,3.26,0,0,0,0.00%,5.56%,,1
4/6/2020,ID-SS,Sumatera Selatan,0,0,0,0,16,2,2,12,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4,241,387,2853,91592,8217551,89.72,104.1694647,-3.216211808,0,1.95,0,0.24,0.02,12.50%,12.50%,0,1
4/6/2020,ID-SU,Sumatera Utara,1,0,0,1,19,5,10,4,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8,450,693,5417,72981,14874889,203.82,99.05196442,2.191894453,0.07,1.28,0,0.34,0.03,26.32%,52.63%,,1
4/7/2020,ID-BA,Bali,0,0,0,0,38,2,9,27,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1,57,80,636,5780,4216171,729.43,115.1317136,-8.369471688,0,9.01,0,0.47,0.05,5.26%,23.68%,0,1
4/7/2020,ID-BT,Banten,6,0,4,2,125,36,213,-124,Province,,Banten,Indonesia,Asia,Jawa,UTC+07:00,,4,4,155,313,1238,9663,10722374,1109.64,106.1090043,-6.456736388,0.56,11.66,0,3.36,0.34,28.80%,170.40%,0.55,0
4/7/2020,ID-BE,Bengkulu,0,0,0,0,2,1,0,1,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1,129,172,1341,19919,1999539,100.38,102.3384213,-3.533583627,0,1,0,0.5,0.05,50.00%,0.00%,1,1
4/7/2020,ID-JK,DKI Jakarta,113,14,3,96,968,158,133,677,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5,44,267,,664,10846145,16334.31,106.8361183,-6.204698991,10.42,89.25,1,14.57,1.46,16.32%,13.74%,1.1,2
4/7/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,27,3,6,18,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1,78,46,392,3133,3631015,1158.9,110.4448783,-7.89450185,0.28,7.44,0,0.83,0.08,11.11%,22.22%,0.33,1
4/7/2020,IDN,Indonesia,247,12,12,223,2738,221,204,2313,Country,,,Indonesia,Asia,,,,416,98,7230,8488,74953,1916907,265185520,138.34,113.921327,-0.789275,0.93,10.32,0,0.83,0.08,8.07%,7.45%,1.13,1.09
4/7/2020,ID-JA,Jambi,0,0,0,0,2,0,4,-2,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2,141,163,1399,50058,3493357,69.79,102.7236404,-1.69769766,0,0.57,0,0,0,0.00%,200.00%,1,1
4/7/2020,ID-JB,Jawa Barat,76,3,2,71,308,49,99,160,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9,627,645,5312,35378,45161325,1276.55,107.6037083,-6.920432083,1.68,6.82,0,1.08,0.11,15.91%,32.14%,7.6,1
4/7/2020,ID-JT,Jawa Tengah,8,0,0,8,206,41,51,114,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6,576,753,7809,32801,36364072,1108.64,110.2011149,-7.259097177,0.22,5.66,0,1.13,0.11,19.90%,24.76%,0.42,0
4/7/2020,ID-JI,Jawa Timur,5,5,2,-2,227,74,567,-414,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9,666,777,7724,47803,40479023,846.78,112.7329414,-7.723345579,0.12,5.61,0,1.83,0.18,32.60%,249.78%,0.56,1
